"username","date","retweets","favorites","text","geo","mentions","hashtags","id","permalink","emoji"
"BitxhesKandy","2020-04-19 19:27","0","1","That's best .🤭🤭","","","","1252061376497016837","https://twitter.com/BitxhesKandy/status/1252061376497016837","🤭 🤧"
"vonvon_dagreat","2020-04-19 19:27","0","1","On alcohol 😬","","","","1252061350098096129","https://twitter.com/vonvon_dagreat/status/1252061350098096129","😬"
"blueeyesgraysky","2020-04-19 19:27","0","0","Bring a mask. I lived there for years & as much as I bitch about them, I’d wear one there for the next few years at least 😬","","","","1252061342351138816","https://twitter.com/blueeyesgraysky/status/1252061342351138816","😬"
"sassylilnugget","2020-04-19 19:27","0","0","I will never get over how much I hate that one part of TROS. I still love the movie. But that one part 😬😬","","","","1252061340530806785","https://twitter.com/sassylilnugget/status/1252061340530806785","😬 😣"
"Feliz_NaviDa","2020-04-19 19:27","0","0","#AllAmerican is getting good...😬","","","#AllAmerican","1252061339729584128","https://twitter.com/Feliz_NaviDa/status/1252061339729584128","😬"
"luvyoujeonjk","2020-04-19 19:27","0","1","STILL ( bird app r worded me again 😬 )","","","","1252061332615991296","https://twitter.com/luvyoujeonjk/status/1252061332615991296","😬"
"TheVestedInt","2020-04-19 19:27","0","0","TSA Bae had 2 kids & one on the way???? 😬😬😬#InsecureHBO😬","","","#InsecureHBO","1252061328426045441","https://twitter.com/TheVestedInt/status/1252061328426045441","😬 😬 😬 "
"AlexandraShu","2020-04-19 19:27","0","0","😬 this season is gooood https://twitter.com/insecurehbo/status/1252060950515105793 …","","","","1252061319890718720","https://twitter.com/AlexandraShu/status/1252061319890718720","😬"
"luliarti","2020-04-19 19:27","0","0","Omg, there must something move in the gums 😬 thank you","","","","1252061318212775939","https://twitter.com/luliarti/status/1252061318212775939","😬"
"NitallC","2020-04-19 19:27","0","0","@Michex69  will be along in a minute to tell you how stupid you are. 😬","","@Michex69","","1252061310302523392","https://twitter.com/NitallC/status/1252061310302523392","😬"
"cheyennelaii","2020-04-19 19:27","0","1","good morning😬","","","","1252061302052118528","https://twitter.com/cheyennelaii/status/1252061302052118528","😬"
"theshanrenee","2020-04-19 19:27","0","0","The wife???? 👀👀#TheLastDance","","","#TheLastDance","1252061301007843330","https://twitter.com/theshanrenee/status/1252061301007843330","👀 😬"
"jordanaNYC","2020-04-19 19:27","0","2","My nickname for them is Chatty Cathy 😬","","","","1252061294955507715","https://twitter.com/jordanaNYC/status/1252061294955507715","😬"
"baekkson","2020-04-19 19:27","0","0","also jacksons rap in back to me 😬 pic.twitter.com/uPJryxt3k2","","","","1252061280413913089","https://twitter.com/baekkson/status/1252061280413913089","😬"
"RemyWarrior","2020-04-19 19:27","0","0","My sons father. Not my son. GOD FORBID!! 😬😬","","","","1252061277708484610","https://twitter.com/RemyWarrior/status/1252061277708484610","😬 😭"
"Robert_White14","2020-04-19 19:27","1","1","Post a pic of you before quarantine and one of you currently     😬 https://twitter.com/cori_nicole_/status/1252059986689175552 …pic.twitter.com/5m8m3IZFUl","","","","1252061276236394496","https://twitter.com/Robert_White14/status/1252061276236394496","😬"
"iadenuni_of","2020-04-19 19:27","0","0","You really thought you did something with this tweet huh 🥴🥴","","","","1252061249824849921","https://twitter.com/iadenuni_of/status/1252061249824849921","🥴 😬"
"AzuMoreno_","2020-04-19 19:27","0","0","Me too😬 https://twitter.com/MariaCanedo01/status/1252055351924535298 …","","","","1252061238797856768","https://twitter.com/AzuMoreno_/status/1252061238797856768","😬"
"WrestlingDalton","2020-04-19 19:27","0","1","Or be upset about it and break stuff🤷🏻‍♂️🤷🏻‍♂️🤷🏻‍♂️","","","","1252061237577428993","https://twitter.com/WrestlingDalton/status/1252061237577428993","🤷🏻‍♂️ 😬 🤣"
"juniorcasa_","2020-04-19 19:27","0","1","Omg! Thank you sissy! My old nails look like this huhu ctto 😬😬 pic.twitter.com/SNVCi3bRrg","","","","1252061230539235328","https://twitter.com/juniorcasa_/status/1252061230539235328","😬 🤧"
"kate_speier","2020-04-19 19:27","0","0","It’s going to be a long year...I hope the decision to go from PT to FT student was worth it 😬 pic.twitter.com/IhAF4WnPCn","","","","1252061229520162817","https://twitter.com/kate_speier/status/1252061229520162817","😬"
"toophattoofly","2020-04-19 19:27","0","0","This is the second day in a row that the ambulance has been called for my neighbor. 😬","","","","1252061220615659521","https://twitter.com/toophattoofly/status/1252061220615659521","😬"
"Kassie2712","2020-04-19 19:27","0","1","Everybody is just straight up weird ain’t nobody different 😬","","","","1252061213250531330","https://twitter.com/Kassie2712/status/1252061213250531330","😬"
"kels_xxxo","2020-04-19 19:27","0","0","good friend! i think you got into this a little too deep, she’s just joking about a hyperbole of a situation 😬 it’s okay. no one is hurting you or the other customers","","","","1252061195164663809","https://twitter.com/kels_xxxo/status/1252061195164663809","😬"
"JCTirado1_","2020-04-19 19:27","0","0","Talonflame and corviknight would like a word","","","","1252061186889265158","https://twitter.com/JCTirado1_/status/1252061186889265158",""
"MEEERRRU","2020-04-19 19:27","0","0","Better allrounder? 😬","","","","1252061180614660096","https://twitter.com/MEEERRRU/status/1252061180614660096","😬"
"vivaciouseyes","2020-04-19 19:27","14","13","This is INCREDIBLE! GOD is showing the world their DARKEST SECRETS,  and I ASSURE EVERYONE,  it's just the BEGINNING! REMIND you, we are TALKING about GOD'S JUDGMENTS! TERRIFYING! 😬😬 https://twitter.com/bbusa617/status/1251989480329875457 …","","","","1252061177045118976","https://twitter.com/vivaciouseyes/status/1252061177045118976","😬 😱"
"cjhowat","2020-04-19 19:27","0","0","You probably heard us in the back pew. 😂😂😂","","","","1252061175069753345","https://twitter.com/cjhowat/status/1252061175069753345","😂 😬 🙏🏼"
"ryanstaley3","2020-04-19 19:27","0","0","It’s easier for me to love than trust😬😬😬 https://twitter.com/money_g0hard/status/1251719215222001664 …","","","","1252061171546566656","https://twitter.com/ryanstaley3/status/1252061171546566656","😬 🤷🏽‍♂️ 🤔"
"Laraine76855226","2020-04-19 19:26","0","1","It doesn't matter Frank, unless you are expecting important visitors. Probably not, considering our circumstances.😬","","","","1252061152428699649","https://twitter.com/Laraine76855226/status/1252061152428699649","😬"
"brittatwelll","2020-04-19 19:26","0","0","Anyone else eat icing straight out of the jar? 😬","","","","1252061149312495616","https://twitter.com/brittatwelll/status/1252061149312495616","😬"
"paulwaddell","2020-04-19 19:26","0","0","The guy who made this thread (yes, unbelievably it’s a thread) must be fun at parties. 😬 https://twitter.com/ajcdeane/status/1251752207717990401 …","","","","1252061131281137676","https://twitter.com/paulwaddell/status/1252061131281137676","😬"
"Playboykrisoff1","2020-04-19 19:26","0","0","MI AH U COULD A TEXT AH MI SEND DIS🤣🤣🤣or dat 🤣..BUT MI NUH HAFFI A LAUGH MI CAN SERIOUS U FUCK AH MI SEND DEM DEH MI NAH LAUGH BRUH ..MI ONLY USE DEM CAUSE MI LIKE HOW E LOOK NO JKZ🤣. All a dem equal:                            🤣🤣yzt","","","","1252061098175496196","https://twitter.com/Playboykrisoff1/status/1252061098175496196","🤣 😅 🤣 😆 😬 😬 🥱"
"DoubleKnotJiJi","2020-04-19 19:26","0","1","that's messy 😂😂😂😂😂😂","","","","1252061091875733504","https://twitter.com/DoubleKnotJiJi/status/1252061091875733504","😂 🔥 ✊ 😭 🤡 😬"
"PollardMiracle","2020-04-19 19:26","0","0","Lmao it’s not that serious sis 🤭🤭 https://twitter.com/lachinaaxo/status/1251650900319330304 …","","","","1252061091552792576","https://twitter.com/PollardMiracle/status/1252061091552792576","🤭 😬"
"RustyFlynn","2020-04-19 19:26","0","0","Remember when Portland picked Greg Oden at 1 😬 and when Seattle also got fleeced by Oklahoma City, they chose Kevin Durant at 2","","","","1252061091301130243","https://twitter.com/RustyFlynn/status/1252061091301130243","😬"
"N4MGIST","2020-04-19 19:26","0","0","how do i ever bring this up bc 😬😬","","","","1252061089573089280","https://twitter.com/N4MGIST/status/1252061089573089280","😬 😬"
"__ScorpionX__","2020-04-19 19:26","0","0","Redownloaded #doom3 and going from hardcore ripping and tearing to slow methodical gameplay is jarring 😬😬 but love it or hate it   It's a amazing experience even in 2020.  @DOOMpic.twitter.com/hDxk2iKfeC","","@DOOMpic","#doom3","1252061079326375936","https://twitter.com/__ScorpionX__/status/1252061079326375936","😬 😬"
"LeliaKaori","2020-04-19 19:26","0","0","Issa just pulled a Molly ....I mean 😬😬 #InsecureHBO😬","","","#InsecureHBO","1252061078760173569","https://twitter.com/LeliaKaori/status/1252061078760173569","😬 🤷🏾‍♀️ "
"DirrtyVenom","2020-04-19 19:26","0","0","So this girl just meet my family 😅😅  I hope they like her 😅","","","","1252061078277754880","https://twitter.com/DirrtyVenom/status/1252061078277754880","😅 😬 😏"
"Jennayyy07","2020-04-19 19:26","0","0","I need to take it easy with online shopping 🤑🤑","","","","1252061070471991296","https://twitter.com/Jennayyy07/status/1252061070471991296","🤑 😬"
"VeeChattie","2020-04-19 19:26","0","1","I don’t want to work but I would like to pay my bills😬😬😬","","","","1252061048657465345","https://twitter.com/VeeChattie/status/1252061048657465345","😬 😬 😬"
"IllllllIIIllII","2020-04-19 19:26","0","0","I guess I'll see u on Bo3 tomorrow 😬","","","","1252061042882031619","https://twitter.com/IllllllIIIllII/status/1252061042882031619","😬"
"TheDeedlesCCL","2020-04-19 19:26","0","0","I’m totally a fiction person. I read for entertainment value and if I occasionally learn something, then YAY 😁 if it doesn’t have a happy ending then I don’t read it - yes, I’m one of the monsters who sometimes reads the end first 😁","","","","1252061041770541057","https://twitter.com/TheDeedlesCCL/status/1252061041770541057","😁 😬"
"ynictman","2020-04-19 19:26","0","0","Goin against mehttps://twitter.com/ggyoungboy/status/1251910160534007808 …","","","","1252061015971434498","https://twitter.com/ynictman/status/1252061015971434498",""
"xxii_emmaiixx","2020-04-19 19:26","0","1","Sleep? Never heard of her. 😬 (It's 03:24am)","","","","1252061008144760832","https://twitter.com/xxii_emmaiixx/status/1252061008144760832","😬"
"blackbonniee","2020-04-19 19:26","0","0","I see insecure all down my timeline I hope it’s on fire stick 😬","","","","1252060999731032064","https://twitter.com/blackbonniee/status/1252060999731032064","😬"
"laqidot","2020-04-19 19:26","0","0","SHE SAID SHE HAD CORONA- she showed a picture but it would've been fake. She blurred out her name, and if her name is everywhere and on her account then why would she? Sounds like she found it online 😬 also now she acts like black people are saviors while posting this pic.twitter.com/PGKQ55hl55","","","","1252060993787768837","https://twitter.com/laqidot/status/1252060993787768837","😬"
"kari_jerge","2020-04-19 19:26","0","0","That is a great question that I am not 💯 sure of the answer to 💯💯","","","","1252060989706526722","https://twitter.com/kari_jerge/status/1252060989706526722","💯 🤔 😬"
"Fun_Size_Dee","2020-04-19 19:26","0","1","Gahdamnnnn😬😬 https://twitter.com/animalsworid/status/1251920034869510145 …","","","","1252060988670726151","https://twitter.com/Fun_Size_Dee/status/1252060988670726151","😬 🥴"
"Slev___","2020-04-19 19:26","0","1","I was gonna go to bed like 45 minutes ago but sooooo much has happened since then and now I'm just too excited. 😬","","","","1252060987290783746","https://twitter.com/Slev___/status/1252060987290783746","😬"
"tracylynn0220","2020-04-19 19:26","5","46","I know I haven’t been on much....I’m here!! Just catching up on my shows, and I’ve started house projects 😬😬 pic.twitter.com/sGlYg4vWtm","","","","1252060983423574016","https://twitter.com/tracylynn0220/status/1252060983423574016","😬 🧁"
"AnnieMackUSA","2020-04-19 19:26","0","0","@JoyBehar 2022 is too damn far away. Please leave NOW. 😳😳😳","","@JoyBehar","","1252060980743462913","https://twitter.com/AnnieMackUSA/status/1252060980743462913","😳 😎 😬"
"BrerOswald","2020-04-19 19:26","0","0","I said I’d surpass him. I think I might’ve done it this week 😬.","","","","1252060973822881794","https://twitter.com/BrerOswald/status/1252060973822881794","😬"
"clouierem","2020-04-19 19:26","0","1","yikes 😬","","","","1252060972434378752","https://twitter.com/clouierem/status/1252060972434378752","😬"
"Shubham30642226","2020-04-19 19:26","0","0","The struggle is real 😬","","","","1252060964549267456","https://twitter.com/Shubham30642226/status/1252060964549267456","😬"
"bitchy_optimist","2020-04-19 19:26","0","1","So I think we will start trying for a baby in September 😬😬","","","","1252060963538235394","https://twitter.com/bitchy_optimist/status/1252060963538235394","😬 😅"
"smarantobragg","2020-04-19 19:26","0","0","I just watched it for the first time recently and loved it! Definitely underrated and thinking they need to redo the Mexico ride 😬","","","","1252060963441958915","https://twitter.com/smarantobragg/status/1252060963441958915","😬"
"Latr6ll","2020-04-19 19:26","0","1","😬 , thas crazy , ) i respect it , LIR2 is top 2 just because the emotional impact , it was a great time !","","","","1252060961122418688","https://twitter.com/Latr6ll/status/1252060961122418688","😬"
"JCTirado1_","2020-04-19 19:26","0","0","She is a legend for sure, but i didnt grow up listening to her music, so it wouldnt make too much of a difference for me","","","","1252060959260237824","https://twitter.com/JCTirado1_/status/1252060959260237824",""
"SheAutumnBreeze","2020-04-19 19:26","0","0","Damnnnnnnnn 😬 #InsecureHBO😬","","","#InsecureHBO","1252060949294583808","https://twitter.com/SheAutumnBreeze/status/1252060949294583808","😬 "
"Joesim12","2020-04-19 19:26","0","1","1) admire your confidence   2) 6 though 😬 pic.twitter.com/Ag0wB4SlvU","","","","1252060949126672385","https://twitter.com/Joesim12/status/1252060949126672385","😬"
"FALLENOPH","2020-04-19 19:26","0","0","Ophelia? Watching something naughty? Nooooo you're wrong 🤭🤭","","","","1252060945721032705","https://twitter.com/FALLENOPH/status/1252060945721032705","🤭 😬"
"djbusta1K","2020-04-19 19:26","0","0","everything comin together 😬","","","","1252060945326780423","https://twitter.com/djbusta1K/status/1252060945326780423","😬"
"amcgaha","2020-04-19 19:26","0","0","😬 hasn’t gotten to me yet... but my last name is after yours in the alphabet so maybe it’s coming.","","","","1252060927970742272","https://twitter.com/amcgaha/status/1252060927970742272","😬"
"avillalobosOLLU","2020-04-19 19:25","0","0","Release those shoes 😬😬","","","","1252060905552125952","https://twitter.com/avillalobosOLLU/status/1252060905552125952","😬 🔥"
"erslive_","2020-04-19 19:25","0","1","he really did,, but we dont talk any more oop😬","","","","1252060902653919232","https://twitter.com/erslive_/status/1252060902653919232","😬"
"_tivrv","2020-04-19 19:25","0","0","may I ask the routine 😬","","","","1252060883892789252","https://twitter.com/_tivrv/status/1252060883892789252","😬"
"delci_18","2020-04-19 19:25","0","0","I said I was chilling with the wine intake buttt I deserve this 😬","","","","1252060874229022721","https://twitter.com/delci_18/status/1252060874229022721","😬"
"ErikaNikole_","2020-04-19 19:25","0","0","I should not have listens to the Take Care Album 😬","","","","1252060870915395584","https://twitter.com/ErikaNikole_/status/1252060870915395584","😬"
"_nerdzzz","2020-04-19 19:25","0","0","That awkward moment when you don't know how to get off the phone 😅😅 #InsecureHBO😅","","","#InsecureHBO","1252060867883077634","https://twitter.com/_nerdzzz/status/1252060867883077634","😅 😬 "
"uncannie","2020-04-19 19:25","0","0","Meanwhile I’m searching bread boxes since I’m maintaining what I like to call a “winter beach body” 🤷🏻‍♀️🤷🏻‍♀️🤷🏻‍♀️","","","","1252060867501449216","https://twitter.com/uncannie/status/1252060867501449216","🤷🏻‍♀️ 😬 🍞"
"graysbeard","2020-04-19 19:25","0","3","Hot dog 😬😬😬 oops https://twitter.com/nickluvsari/status/1251944279020384256 …","","","","1252060854184443905","https://twitter.com/graysbeard/status/1252060854184443905","😬 😬 😬"
"calliee_fish","2020-04-19 19:25","0","0","Finally ordered a new phone today 😬","","","","1252060852133429250","https://twitter.com/calliee_fish/status/1252060852133429250","😬"
"NandiSibiya","2020-04-19 19:25","0","0","But think about it there’s not much to pick from , like he’s the best of the worse group of guys 😬😬","","","","1252060840427171841","https://twitter.com/NandiSibiya/status/1252060840427171841","😬 🌚"
"Protomario","2020-04-19 19:25","0","1","Raticate is...wow...😬","","","","1252060837994532865","https://twitter.com/Protomario/status/1252060837994532865","😬"
"ns_petals","2020-04-19 19:25","0","1","Grand isn't it? Just as this whole pandemic thing started my son's computer died, can't take it in for repairs so he's using mine and I'm stuck with an old tablet. It's now not charging properly, wanna trade? Might as well we're both in the soup anyway. 😬","","","","1252060826711793667","https://twitter.com/ns_petals/status/1252060826711793667","😬"
"shockingguy","2020-04-19 19:25","0","0","Whoops 😬 @FirePhotoGirl @PIOMarkBrady @Cleveland_FFshttps://twitter.com/bdp473/status/1252021788076240896 …","","@FirePhotoGirl @PIOMarkBrady @Cleveland_FFshttps","","1252060816569966595","https://twitter.com/shockingguy/status/1252060816569966595","😬"
"svnthesinger","2020-04-19 19:25","0","2","bout to roll hella blunts tonight for 4/20 😬","","","","1252060811020742657","https://twitter.com/svnthesinger/status/1252060811020742657","😬"
"wafiqharis","2020-04-19 19:25","0","0","Sure, only if u send me ur dp 😳","","","","1252060809032724481","https://twitter.com/wafiqharis/status/1252060809032724481","😳"
"kusuotetsurou","2020-04-19 19:25","0","0","i'm back at it again with my bullshit 😬😬","","","","1252060801826820097","https://twitter.com/kusuotetsurou/status/1252060801826820097","😬 ✌️"
"jelitssaaa","2020-04-19 19:25","0","0","& imagine multiple guys saying they fwy that’s mad embarrassing in my opinion 😬","","","","1252060794038054912","https://twitter.com/jelitssaaa/status/1252060794038054912","😬"
"RaditzLovesYou","2020-04-19 19:25","0","2","I hope they were clean 😬","","","","1252060790569517059","https://twitter.com/RaditzLovesYou/status/1252060790569517059","😬"
"EstherLou","2020-04-19 19:25","0","0","😭I remember when he was so entertained with my Snapchat filters and now he’s taller than his dad😭😭😭😭 they grow sooo fast😭","","","","1252060784223498243","https://twitter.com/EstherLou/status/1252060784223498243","😭 😭 😭 😭 😭 😬"
"AnaVal1968","2020-04-19 19:25","0","0","Lascou..😬😬 pic.twitter.com/EccX6FciLU","","","","1252060779886583816","https://twitter.com/AnaVal1968/status/1252060779886583816","😬 😳"
"Deepblooe","2020-04-19 19:25","0","0","Cure b toh ho rahe...look at Goa...😬","","","","1252060768738009089","https://twitter.com/Deepblooe/status/1252060768738009089","😬"
"chewacow","2020-04-19 19:25","0","0","Scottie Pippen's entire 7 year contract was basically equivalent to Tim Hardaway Jr's 2019-2020 salary. 😬","","","","1252060751730110464","https://twitter.com/chewacow/status/1252060751730110464","😬"
"jlmonserrate","2020-04-19 19:25","0","0","They are but he also saw hundreds of thousands at his inaguration, and made the US Park Service alter the photos! BUT all truths will come out after we vote many of them out in November! 😬","","","","1252060746760019970","https://twitter.com/jlmonserrate/status/1252060746760019970","😬"
"1JaimeLee","2020-04-19 19:25","0","2","#GoodGirls I think I'm officially stressed w/this episode!.This is going soo WRONG in soo many ways..🤯🤯🤯 pic.twitter.com/QkUoAqMe7l","","","#GoodGirls","1252060746583810054","https://twitter.com/1JaimeLee/status/1252060746583810054","🤯 😫 😬"
"ericawiebe","2020-04-19 19:25","0","0","Why didn’t you tell me this yesterday ... 😬😬😬","","","","1252060734894206976","https://twitter.com/ericawiebe/status/1252060734894206976","😬 😬 😬"
"GtoGurlXX","2020-04-19 19:25","0","0","Now if we could find this Jacob guy 😬","","","","1252060727973605376","https://twitter.com/GtoGurlXX/status/1252060727973605376","😬"
"wramsack","2020-04-19 19:25","0","0","pleaaaase! anything helps rn dude, even like $5, i’m really struggling and i have 3.80 in my bank account rn 😬 $MaliyaBrooks","","","","1252060716946817025","https://twitter.com/wramsack/status/1252060716946817025","😬"
"AemanJvd","2020-04-19 19:25","0","0","I’m just so happy with how they turned out 😬","","","","1252060703386730498","https://twitter.com/AemanJvd/status/1252060703386730498","😬"
"iamshangco","2020-04-19 19:25","0","2","Always seek the bright side. Not the the dark one.","","","","1252060699246727168","https://twitter.com/iamshangco/status/1252060699246727168",""
"mrsricerocket","2020-04-19 19:25","0","0","Eeek!  Place ur bets now.  2 weeks time where will we be 😬","","","","1252060694431834113","https://twitter.com/mrsricerocket/status/1252060694431834113","😬"
"Erik_Nowak","2020-04-19 19:25","0","0","Holy shit fuck OW! 😬","","","","1252060683396661254","https://twitter.com/Erik_Nowak/status/1252060683396661254","😬"
"_michiemartinez","2020-04-19 19:25","0","0","kinda wanna have some bangs again 😬😬","","","","1252060683186946054","https://twitter.com/_michiemartinez/status/1252060683186946054","😬 😬"
"shockingguy","2020-04-19 19:25","0","0","Whoops 😬","","","","1252060678455779328","https://twitter.com/shockingguy/status/1252060678455779328","😬"
"reaper_rii","2020-04-19 19:25","0","1","ezcosplay, shipping is kinda 😬 but they're fast","","","","1252060677025521664","https://twitter.com/reaper_rii/status/1252060677025521664","😬"
"EstherS51678869","2020-04-19 19:38","0","0","I hate him with all my heart 😠","","","","1252064089624522753","https://twitter.com/EstherS51678869/status/1252064089624522753","😠"
"WritingDragon","2020-04-19 19:38","0","0","This idiot pastor believes the coronavirus is politically motivated. I had no idea a virus was politically conscious. What a clever virus. And it killed one of his congregates. But he says that's a lie and it was a broken heart that killed the man because his son had died. 🙄🙄 https://twitter.com/radleybalko/status/1251853331187871748 …","","","","1252064065867919361","https://twitter.com/WritingDragon/status/1252064065867919361","🙄 😠"
"MayankPatel1193","2020-04-19 19:38","0","0","#PalgharMobLynching  @RahulGandhi is silent  @RanaAyyub is silent  @Shehla_Rashid is silent  @ReallySwara  is silent  @fayedsouza  is silent    ALSO    @narendramodi is silent    #PalgharIncident  #palgharpolice  #PalgharYouAshmedUs","","@RahulGandhi @RanaAyyub @Shehla_Rashid @ReallySwara @fayedsouza @narendramodi","#PalgharMobLynching #PalgharIncident #palgharpolice #PalgharYouAshmedUs","1252064065796612097","https://twitter.com/MayankPatel1193/status/1252064065796612097",""
"SaurabhW83","2020-04-19 19:38","0","0","Who is News publisher to decide whether they were thieves or not.  They must complete their tasks with honesty & not try to give judgement.  Leave such matters for honorable court to decide & just publish fair news😠","","","","1252064058628546560","https://twitter.com/SaurabhW83/status/1252064058628546560","😠"
"_nayalldayy","2020-04-19 19:38","0","0","My daddy had a bitch over while I was gone.. I know bc my perfume ain’t the way I left it and my champagne been opened 😠","","","","1252064047484358656","https://twitter.com/_nayalldayy/status/1252064047484358656","😠"
"goodavidtoyou","2020-04-19 19:38","0","0","u are!!! 🔪🔪🔪","","","","1252064034901245953","https://twitter.com/goodavidtoyou/status/1252064034901245953","🔪 😠 🔪"
"insegurakk","2020-04-19 19:38","0","0","s-sim","","","","1252064020397465600","https://twitter.com/insegurakk/status/1252064020397465600",""
"tdowoki","2020-04-19 19:38","0","0","i’m upset that i can’t actually do it 😠","","","","1252063991343583239","https://twitter.com/tdowoki/status/1252063991343583239","😠"
"Himansh72247223","2020-04-19 19:38","0","0","These are thieves 😠😠😠  Rascal prestsstitutes. https://twitter.com/Himansh72247223/status/1252063603387019264 …","","","","1252063982879268865","https://twitter.com/Himansh72247223/status/1252063982879268865","😠 😠 😠"
"chanrchive","2020-04-19 19:37","0","0","YOU MISSED IT by a bit only 😠😠","","","","1252063933105500160","https://twitter.com/chanrchive/status/1252063933105500160","😠 😠"
"kusmogx","2020-04-19 19:37","1","0","""Stan, fuck these guys, man! Gimme the most important 7 minutes you got"" hahaha","","","","1252063919591522304","https://twitter.com/kusmogx/status/1252063919591522304",""
"hindujedi","2020-04-19 19:37","0","0","That's like arresting a GUN for murder... What about the ""philosophy"" that incited & provoked the mob? Arrest & charge those of Corpse Worshiper CULT, then talk. 😠 @RMCpost  @chitrapadhi @Shawshankohttps://twitter.com/Palghar_Police/status/1251943563752955904 …","","@RMCpost @chitrapadhi @Shawshankohttps","","1252063884501856256","https://twitter.com/hindujedi/status/1252063884501856256","😠"
"woodznwm","2020-04-19 19:37","0","0","no. sulky is my title. 😠","","","","1252063870673252353","https://twitter.com/woodznwm/status/1252063870673252353","😠"
"altm1169","2020-04-19 19:37","0","0","We see you 👀 we see what you are doing 👀","","","","1252063849596895234","https://twitter.com/altm1169/status/1252063849596895234","👀 😠"
"Patiocolate","2020-04-19 19:37","0","0","Mom is proposing a time table for everyday. A time for social media, a time for household chores & a time for every tiny details. What the hell is this? BACK TO SCHOOL?! 😠😠","","","","1252063839199342592","https://twitter.com/Patiocolate/status/1252063839199342592","😠 😤"
"WallisonGomesV","2020-04-19 19:37","0","0","adiantou ND af","","","","1252063828034150401","https://twitter.com/WallisonGomesV/status/1252063828034150401",""
"Ashutos28686379","2020-04-19 19:37","0","0","It was known from the faces of those sadhus that they are gentlemen. And you beat them to death😭. Very embarrassing incident.😭😭  हे राम।😭#PalgharMobLynchingpic.twitter.com/30duRYtk4q","","","#PalgharMobLynchingpic","1252063808341913600","https://twitter.com/Ashutos28686379/status/1252063808341913600","😭 😡 😠 😭"
"freetimeIive","2020-04-19 19:37","0","1","did john john turn off his spotify activity. was getting some new music off that 😠😠","","","","1252063803849629696","https://twitter.com/freetimeIive/status/1252063803849629696","😠 😔"
"cherrygoblins","2020-04-19 19:37","0","0","#CoronaIsOverParty i’m tired of her disrespect 😠pic.twitter.com/FKTdpSV3rs","","","#CoronaIsOverParty","1252063772153393153","https://twitter.com/cherrygoblins/status/1252063772153393153","😠"
"___meIody","2020-04-19 19:37","0","0","holds the reader at gunpoint. call me a good boy 😠😠","","","","1252063758039449600","https://twitter.com/___meIody/status/1252063758039449600","😠 🔫"
"PsychO_Jen","2020-04-19 19:37","0","0","What @CBS the SERIES finale of @GodFriendedMe ?! 😠😠😠😠😠😠","","@CBS @GodFriendedMe","","1252063742113615880","https://twitter.com/PsychO_Jen/status/1252063742113615880","😠 😭 😠 😭 😠 😭"
"kjaxnn","2020-04-19 19:37","0","0","This week’s episode was less than 30 mins 😠 https://twitter.com/issarae/status/1252061992069640194 …","","","","1252063735717511168","https://twitter.com/kjaxnn/status/1252063735717511168","😠"
"bitred","2020-04-19 19:37","0","0","So she can look good at her funeral no one can attend? These stupid MFers. 😠","","","","1252063734610243584","https://twitter.com/bitred/status/1252063734610243584","😠"
"ekuagbengbentus","2020-04-19 19:37","0","0","I just hated the traffic there😠","","","","1252063724174741506","https://twitter.com/ekuagbengbentus/status/1252063724174741506","😠"
"_Cheyennepeppa","2020-04-19 19:37","0","0","Me opening a popsicle for desert and seeing my forgotten about, unopened box of Star Crunches that I was saving for after dinner:  😠😠    Me realizing I'm an adult and I can have two desserts: 😠😠","","","","1252063703178018819","https://twitter.com/_Cheyennepeppa/status/1252063703178018819","😠 😭 ☺️ 😁"
"Mapengo_Ntsako","2020-04-19 19:36","0","0","this is just a disgrace to my profession.  😡😡","","","","1252063684731572225","https://twitter.com/Mapengo_Ntsako/status/1252063684731572225","😡 😠"
"keviniango","2020-04-19 19:36","0","0","@BestBuy Follow up regarding this. Order No. BBYTX-805816625644. According to Fedex item is still yet to be received by them. Look into this immediately days have passed already!😠😠 pic.twitter.com/LYbZ3LUIXT","","@BestBuy","","1252063657367912454","https://twitter.com/keviniango/status/1252063657367912454","😠 😡"
"adoredsnflwr","2020-04-19 19:36","0","0","I MISS JANSEN😠","","","","1252063655140753409","https://twitter.com/adoredsnflwr/status/1252063655140753409","😠"
"zubair176882","2020-04-19 19:36","0","0","Agar pahle ki ghatnao me saza hoti to aaj ye himmat na krte log. Mob lynching has become common in the country coz they think nothing is gonna happen to them.  @CMOMaharashtra plz ensure them to get strict punishment so that no would ever dare to do that irrespective of religion😠","","@CMOMaharashtra","","1252063631514181632","https://twitter.com/zubair176882/status/1252063631514181632","😠"
"fyeaheaJ","2020-04-19 19:36","0","0","YOU ALREADY MADE MY DAY.    OH IS IT MONDAY?!?!?! I LITERALLY FORGET!!!!!    SURE PLS. DONT GO ANYWHERE OR IMMA MAD😠","","","","1252063610001448960","https://twitter.com/fyeaheaJ/status/1252063610001448960","😠"
"Himansh72247223","2020-04-19 19:36","0","0","Toilet papers 😠😠😠 pic.twitter.com/PBfgKe9Ltg","","","","1252063603387019264","https://twitter.com/Himansh72247223/status/1252063603387019264","😠 😠 😠"
"Neharaj26620752","2020-04-19 19:36","0","0","I drive so perfectly. 😠😠😠","","","","1252063566783365126","https://twitter.com/Neharaj26620752/status/1252063566783365126","😠 😠 😠"
